holiday,temp,clouds_all,weather_main,weekday,hour,month,hour_category
1,9.180000000000007,75,1,0,23,10,5
1,8.060000000000002,20,1,1,0,10,3
1,6.720000000000027,1,0,1,1,10,3
1,5.78000000000003,1,0,1,2,10,3
1,4.760000000000048,1,0,1,3,10,3
1,4.060000000000002,1,0,1,4,10,1
1,3.4600000000000364,1,0,1,5,10,1
1,2.9600000000000364,1,0,1,6,10,1
1,1.660000000000025,20,1,1,7,10,1
1,1.8400000000000318,20,1,1,8,10,4
1,4.760000000000048,20,1,1,9,10,4
1,7.560000000000002,20,1,1,10,10,4
1,10.700000000000045,20,1,1,11,10,4
1,12.860000000000014,40,1,1,12,10,0
1,13.160000000000025,1,0,1,13,10,0
1,15.0,75,1,1,14,10,0
1,16.0,75,1,1,15,10,0
1,15.840000000000032,75,1,1,16,10,2
1,15.710000000000036,75,1,1,17,10,2
1,15.010000000000048,90,1,1,18,10,2
1,14.129999999999995,68,6,1,19,10,2
1,13.890000000000043,90,1,1,20,10,5
1,13.75,90,1,1,21,10,5
1,13.939999999999998,90,1,1,22,10,5
1,13.939999999999998,90,1,1,23,10,5
1,13.740000000000009,75,1,2,0,10,3
1,13.78000000000003,75,1,2,1,10,3
1,13.78000000000003,90,1,2,2,10,3
1,13.920000000000016,90,1,2,3,10,3
1,13.410000000000025,75,1,2,4,10,1
1,12.760000000000048,90,1,2,5,10,1
1,12.140000000000043,90,1,2,6,10,1
1,11.770000000000039,75,1,2,7,10,1
1,12.200000000000045,75,1,2,8,10,4
1,12.57000000000005,100,6,2,9,10,4
1,12.57000000000005,100,6,2,9,10,4
1,13.939999999999998,75,1,2,10,10,4
1,15.160000000000025,75,1,2,11,10,4
1,15.460000000000036,1,0,2,12,10,0
1,17.170000000000016,1,0,2,13,10,0
1,18.210000000000036,1,0,2,14,10,0
1,18.860000000000014,1,0,2,15,10,0
1,19.460000000000036,1,0,2,16,10,2
1,19.5,1,0,2,17,10,2
1,17.370000000000005,40,1,2,18,10,2
1,15.200000000000045,40,1,2,19,10,2
1,13.57000000000005,40,1,2,20,10,5
1,12.340000000000032,40,1,2,21,10,5
1,11.07000000000005,20,1,2,22,10,5
1,10.650000000000034,20,1,2,23,10,5
1,10.57000000000005,20,1,3,0,10,3
1,9.650000000000034,40,1,3,1,10,3
1,9.170000000000016,99,5,3,2,10,3
1,9.230000000000018,99,5,3,3,10,3
1,9.610000000000014,90,1,3,4,10,1
1,9.730000000000018,99,5,3,5,10,1
1,11.03000000000003,75,1,3,6,10,1
1,11.54000000000002,90,1,3,7,10,1
1,11.850000000000023,90,1,3,8,10,4
1,13.75,99,6,3,9,10,4
1,15.200000000000045,90,1,3,10,10,4
1,16.439999999999998,90,1,3,11,10,4
1,15.120000000000005,99,6,3,12,10,0
1,13.260000000000048,90,1,3,13,10,0
1,12.810000000000002,90,1,3,14,10,0
1,13.890000000000043,90,1,3,15,10,0
1,14.03000000000003,90,1,3,16,10,2
1,13.79000000000002,90,1,3,17,10,2
1,12.860000000000014,90,1,3,18,10,2
1,11.520000000000039,100,2,3,19,10,2
1,10.29000000000002,100,6,3,20,10,5
1,9.360000000000014,100,2,3,21,10,5
1,8.75,90,1,3,22,10,5
1,8.700000000000045,90,1,3,23,10,5
1,8.129999999999995,90,1,4,0,10,3
1,7.82000000000005,87,5,4,1,10,3
1,7.2900000000000205,87,2,4,2,10,3
1,7.2900000000000205,87,5,4,2,10,3
1,6.8700000000000045,87,5,4,3,10,3
1,6.640000000000043,87,2,4,4,10,1
1,6.640000000000043,87,5,4,4,10,1
1,6.640000000000043,87,6,4,4,10,1
1,6.640000000000043,87,2,4,4,10,1
1,6.590000000000032,87,5,4,5,10,1
1,6.590000000000032,87,6,4,5,10,1
1,6.5,87,2,4,6,10,1
1,6.5,87,5,4,6,10,1
1,6.5,87,6,4,6,10,1
1,6.300000000000011,91,5,4,7,10,1
1,6.300000000000011,91,6,4,7,10,1
1,6.07000000000005,91,2,4,8,10,4
1,6.07000000000005,91,5,4,8,10,4
1,6.07000000000005,91,6,4,8,10,4
1,6.2000000000000455,91,6,4,9,10,4
1,6.2000000000000455,91,5,4,9,10,4
1,6.770000000000039,91,5,4,10,10,4
1,7.2900000000000205,90,1,4,11,10,4
1,7.850000000000023,90,1,4,12,10,0
1,8.360000000000014,90,1,4,13,10,0
1,8.78000000000003,92,5,4,14,10,0
1,8.79000000000002,92,5,4,15,10,0
1,8.79000000000002,92,2,4,15,10,0
1,9.120000000000005,92,6,4,16,10,2
1,9.260000000000048,92,6,4,17,10,2
1,9.060000000000002,90,1,4,18,10,2
1,8.54000000000002,75,1,4,19,10,2
1,8.110000000000014,90,1,4,20,10,5
1,7.510000000000048,92,5,4,21,10,5
1,7.28000000000003,92,2,4,22,10,5
1,7.28000000000003,92,2,4,22,10,5
1,6.9500000000000455,92,5,4,23,10,5
1,6.9500000000000455,92,6,4,23,10,5
1,6.9500000000000455,92,2,4,23,10,5
1,6.910000000000025,92,6,5,0,10,3
1,6.910000000000025,92,6,5,0,10,3
1,7.1299999999999955,96,2,5,1,10,3
1,7.1299999999999955,96,6,5,1,10,3
1,7.230000000000018,96,2,5,2,10,3
1,7.470000000000027,96,2,5,3,10,3
1,7.470000000000027,96,5,5,3,10,3
1,7.760000000000048,96,5,5,4,10,1
1,7.760000000000048,96,2,5,4,10,1
1,7.760000000000048,96,6,5,4,10,1
1,7.810000000000002,96,6,5,5,10,1
1,7.810000000000002,96,5,5,5,10,1
1,7.810000000000002,96,2,5,5,10,1
1,7.980000000000018,96,6,5,6,10,1
1,7.980000000000018,96,5,5,6,10,1
1,7.980000000000018,96,2,5,6,10,1
1,8.129999999999995,100,6,5,7,10,1
1,8.129999999999995,100,5,5,7,10,1
1,8.129999999999995,100,2,5,7,10,1
1,8.04000000000002,100,6,5,8,10,4
1,8.04000000000002,100,5,5,8,10,4
1,8.04000000000002,100,2,5,8,10,4
1,8.550000000000011,100,6,5,9,10,4
1,8.550000000000011,100,2,5,9,10,4
1,8.550000000000011,100,5,5,9,10,4
1,8.550000000000011,100,2,5,9,10,4
1,8.870000000000005,100,6,5,10,10,4
1,8.870000000000005,100,2,5,10,10,4
1,8.870000000000005,100,5,5,10,10,4
1,8.870000000000005,100,6,5,10,10,4
1,9.200000000000045,100,6,5,11,10,4
1,9.200000000000045,100,5,5,11,10,4
1,9.200000000000045,100,2,5,11,10,4
1,9.560000000000002,100,6,5,12,10,0
1,9.560000000000002,100,5,5,12,10,0
1,9.560000000000002,100,6,5,12,10,0
1,9.560000000000002,100,6,5,12,10,0
1,10.160000000000025,48,6,5,13,10,0
1,10.640000000000043,90,1,5,14,10,0
1,11.050000000000011,75,1,5,15,10,0
1,11.170000000000016,90,1,5,16,10,2
1,10.980000000000018,75,1,5,17,10,2
1,9.990000000000009,40,1,5,18,10,2
1,8.25,40,1,5,19,10,2
1,7.32000000000005,20,1,5,20,10,5
1,6.3700000000000045,20,1,5,21,10,5
1,5.7000000000000455,48,5,5,22,10,5
1,4.970000000000027,48,3,5,23,10,5
1,4.7900000000000205,48,5,6,0,10,3
1,2.7800000000000296,60,3,6,8,10,4
1,2.7800000000000296,60,5,6,8,10,4
1,10.939999999999998,75,1,6,17,10,2
1,9.450000000000045,75,1,6,18,10,2
1,8.57000000000005,90,1,6,22,10,5
1,8.110000000000014,90,1,6,23,10,5
1,8.140000000000043,75,1,0,0,10,3
1,7.860000000000014,75,1,0,1,10,3
1,7.420000000000016,40,1,0,2,10,3
1,7.390000000000043,75,1,0,3,10,3
1,6.220000000000027,8,5,0,4,10,1
1,6.03000000000003,8,5,0,5,10,1
1,5.900000000000034,8,5,0,6,10,1
1,9.550000000000011,38,0,0,10,10,4
1,13.020000000000039,40,1,0,11,10,4
1,15.460000000000036,75,1,0,12,10,0
1,17.439999999999998,20,1,0,13,10,0
1,19.060000000000002,75,1,0,14,10,0
1,20.410000000000025,75,1,0,15,10,0
1,20.28000000000003,40,1,0,16,10,2
1,20.25,40,1,0,17,10,2
1,18.32000000000005,20,1,0,18,10,2
1,16.02000000000004,20,1,0,19,10,2
1,14.129999999999995,1,0,0,20,10,5
1,12.950000000000045,1,0,0,21,10,5
1,12.300000000000011,75,1,0,22,10,5
1,12.180000000000007,90,1,0,23,10,5
1,11.920000000000016,90,1,1,0,10,3
1,11.430000000000007,90,1,1,1,10,3
1,10.730000000000018,75,1,1,2,10,3
1,10.400000000000034,75,1,1,3,10,3
1,9.700000000000045,20,1,1,4,10,1
1,9.270000000000039,20,1,1,5,10,1
1,8.980000000000018,75,1,1,6,10,1
1,8.700000000000045,40,1,1,7,10,1
1,8.700000000000045,20,1,1,8,10,4
1,9.920000000000016,75,1,1,9,10,4
1,11.379999999999995,90,1,1,10,10,4
1,12.450000000000045,75,1,1,11,10,4
1,13.480000000000018,90,1,1,12,10,0
1,13.600000000000023,99,6,1,13,10,0
1,14.82000000000005,90,1,1,14,10,0
1,15.390000000000043,99,10,1,15,10,0
1,15.57000000000005,90,1,1,16,10,2
1,15.379999999999995,90,1,1,17,10,2
1,15.010000000000048,90,1,1,18,10,2
1,14.439999999999998,90,1,1,19,10,2
1,14.060000000000002,90,1,1,20,10,5
1,13.140000000000043,90,1,1,21,10,5
1,12.550000000000011,90,1,1,22,10,5
1,12.460000000000036,90,1,1,23,10,5
1,12.220000000000027,99,2,2,0,10,3
1,12.220000000000027,99,5,2,0,10,3
1,12.360000000000014,90,1,2,1,10,3
1,12.450000000000045,100,4,2,2,10,3
1,12.840000000000032,100,5,2,3,10,3
1,12.840000000000032,100,4,2,3,10,3
1,12.79000000000002,100,5,2,4,10,1
1,12.79000000000002,100,10,2,4,10,1
1,12.82000000000005,90,5,2,5,10,1
1,12.82000000000005,90,6,2,5,10,1
1,12.82000000000005,90,10,2,5,10,1
1,12.580000000000041,90,5,2,6,10,1
1,12.580000000000041,90,10,2,6,10,1
1,12.580000000000041,90,6,2,6,10,1
1,12.580000000000041,90,10,2,6,10,1
1,12.350000000000023,90,6,2,7,10,1
1,12.350000000000023,90,5,2,7,10,1
1,12.400000000000034,90,2,2,8,10,4
1,12.400000000000034,90,5,2,8,10,4
1,12.400000000000034,90,6,2,8,10,4
1,12.400000000000034,90,10,2,8,10,4
1,12.78000000000003,90,2,2,9,10,4
1,12.78000000000003,90,5,2,9,10,4
1,12.78000000000003,90,6,2,9,10,4
1,13.189999999999998,90,5,2,10,10,4
1,13.670000000000016,90,5,2,11,10,4
1,13.670000000000016,90,3,2,11,10,4
1,15.210000000000036,90,5,2,12,10,0
1,15.210000000000036,90,4,2,12,10,0
1,15.210000000000036,90,3,2,12,10,0
1,15.930000000000007,90,4,2,13,10,0
1,15.930000000000007,90,5,2,13,10,0
1,15.930000000000007,90,3,2,13,10,0
1,16.730000000000018,90,5,2,14,10,0
1,16.730000000000018,90,4,2,14,10,0
1,17.090000000000032,90,5,2,15,10,0
1,17.090000000000032,90,4,2,15,10,0
1,17.090000000000032,90,6,2,15,10,0
1,16.860000000000014,90,5,2,16,10,2
1,16.470000000000027,90,4,2,17,10,2
1,16.470000000000027,90,5,2,17,10,2
1,16.460000000000036,90,4,2,18,10,2
1,16.460000000000036,90,5,2,18,10,2
1,15.910000000000025,90,5,2,19,10,2
1,15.189999999999998,75,4,2,20,10,5
1,15.189999999999998,75,5,2,20,10,5
1,13.910000000000025,20,5,2,21,10,5
1,14.260000000000048,75,5,2,22,10,5
1,14.370000000000005,90,5,2,23,10,5
1,14.660000000000025,90,5,3,0,10,3
1,14.140000000000043,75,5,3,1,10,3
1,14.080000000000041,90,5,3,2,10,3
1,13.29000000000002,90,5,3,3,10,3
1,12.170000000000016,90,5,3,4,10,1
1,12.170000000000016,90,3,3,4,10,1
1,12.28000000000003,90,5,3,5,10,1
1,12.379999999999995,75,5,3,6,10,1
1,12.050000000000011,90,5,3,7,10,1
1,12.050000000000011,90,3,3,7,10,1
1,11.870000000000005,90,5,3,8,10,4
1,13.28000000000003,90,5,3,10,10,4
1,14.210000000000036,90,5,3,11,10,4
1,14.450000000000045,90,5,3,12,10,0
1,14.140000000000043,90,1,3,13,10,0
1,13.260000000000048,90,6,3,14,10,0
1,13.260000000000048,90,5,3,14,10,0
1,13.260000000000048,90,2,3,14,10,0
1,13.260000000000048,90,2,3,14,10,0
1,12.650000000000034,90,2,3,15,10,0
1,12.650000000000034,90,5,3,15,10,0
1,12.650000000000034,90,6,3,15,10,0
1,12.650000000000034,90,2,3,15,10,0
1,12.650000000000034,90,6,3,15,10,0
1,12.140000000000043,90,6,3,16,10,2
1,12.140000000000043,90,5,3,16,10,2
1,12.140000000000043,90,2,3,16,10,2
1,11.620000000000005,90,6,3,17,10,2
1,11.620000000000005,90,5,3,17,10,2
1,11.620000000000005,90,6,3,17,10,2
1,11.140000000000043,90,2,3,18,10,2
1,11.140000000000043,90,5,3,18,10,2
1,11.140000000000043,90,6,3,18,10,2
1,11.140000000000043,90,6,3,18,10,2
1,10.640000000000043,90,2,3,19,10,2
1,10.640000000000043,90,5,3,19,10,2
1,10.640000000000043,90,6,3,19,10,2
1,10.29000000000002,90,6,3,20,10,5
1,10.29000000000002,90,5,3,20,10,5
1,10.29000000000002,90,2,3,20,10,5
1,10.07000000000005,90,6,3,21,10,5
1,10.07000000000005,90,5,3,21,10,5
1,10.07000000000005,90,2,3,21,10,5
1,9.670000000000016,90,1,3,22,10,5
1,8.980000000000018,90,1,3,23,10,5
1,7.900000000000034,90,6,4,0,10,3
1,7.900000000000034,90,6,4,0,10,3
